technique,model,target_sensitivity,threshold,precision,precision_low,precision_high,recall,recall_low,recall_high,specificity,specificity_low,specificity_high,alert_rate,alert_rate_low,alert_rate_high
oversampling,random_forest,0.85,0.2217872222534062,0.11587708066581306,0.10512181921863621,0.12757586332155105,0.851764705882353,0.8148357311181423,0.8823916330976317,0.29630573248407643,0.2822251623197371,0.31078463032280795,0.7181609195402299,0.7046034526189978,0.7313334132387918
oversampling,random_forest,0.9,0.187836502077092,0.10936607652769846,0.09945423052029223,0.12013398185701699,0.9011764705882352,0.8691105709655115,0.9260550852136825,0.20535031847133758,0.19300373270440885,0.2182730968029124,0.8050574712643678,0.7930178906389076,0.8165587384372639
oversampling,random_forest,0.95,0.1587527257362737,0.10559330893883952,0.09624794972263759,0.11572987430736306,0.9505882352941176,0.9256464830084783,0.9674574651341354,0.12815286624203823,0.11805810276895937,0.13897478323703757,0.8795402298850574,0.8695310238153552,0.8888796880194295
oversampling,xgboost,0.8,0.3316284716129303,0.13066871637202152,0.11826118074291428,0.1441651677618697,0.8,0.7593592358943103,0.8352661081693097,0.42369426751592354,0.4083172686820842,0.43922048353360343,0.5981609195402299,0.5835111859710737,0.6126374354422838
oversampling,xgboost,0.85,0.3034130334854126,0.12363387978142076,0.11220194237955777,0.1360520880800093,0.851764705882353,0.8148357311181423,0.8823916330976317,0.3462420382165605,0.33151465553296,0.361270097262257,0.6731034482758621,0.6590164551527705,0.6868849779251173
oversampling,xgboost,0.9,0.2642433643341064,0.1132131244457582,0.10297172845109666,0.12433193136909305,0.9011764705882352,0.8691105709655115,0.9260550852136825,0.2356687898089172,0.2226536026146082,0.249200881271121,0.7777011494252873,0.7651031361147946,0.7898091230592936
oversampling,xgboost,0.95,0.2058537602424621,0.10441974670457482,0.09517301182920437,0.1144512311078936,0.9505882352941176,0.9256464830084783,0.9674574651341354,0.11719745222929936,0.10750689276790767,0.127636588714799,0.8894252873563219,0.8797601087758788,0.8984032745361292
smote_nc,lr_scored,0.8,0.3898455427855757,0.12221423436376708,0.11056145883376305,0.13490888430276948,0.8,0.7593592358943103,0.8352661081693097,0.3778343949044586,0.36279266134205546,0.3931150254273008,0.6395402298850574,0.6251547873168949,0.6536794356290253
smote_nc,lr_scored,0.85,0.3495485220337249,0.11124769514443761,0.1008989682168048,0.12251321068160156,0.851764705882353,0.8148357311181423,0.8823916330976317,0.2631847133757962,0.24964458303550632,0.2771879401180217,0.7480459770114942,0.734929813039531,0.7607244317028874
smote_nc,lr_scored,0.9,0.3278071144760455,0.1092101511263188,0.09931169053506735,0.11996379309195095,0.9011764705882352,0.8691105709655115,0.9260550852136825,0.2040764331210191,0.1917602079412945,0.21697134197029533,0.8062068965517242,0.7941926416730881,0.8176808096678768
smote_nc,lr_scored,0.95,0.2894405534564953,0.10306122448979592,0.09392880971904796,0.11297084903135735,0.9505882352941176,0.9256464830084783,0.9674574651341354,0.10420382165605095,0.09502948519405066,0.11415214441219546,0.9011494252873563,0.8919229930393229,0.9096679773735779
smote_nc,lr_penalized,0.8,0.3874222541851435,0.12108262108262108,0.1095313931986582,0.13366918152631294,0.8,0.7593592358943103,0.8352661081693097,0.37121019108280257,0.3562285811006841,0.3864436517708688,0.6455172413793103,0.6311792773774186,0.6595984213454272
smote_nc,lr_penalized,0.85,0.3646471924348428,0.11669890393294649,0.10587168231882922,0.12847429717526246,0.851764705882353,0.8148357311181423,0.8823916330976317,0.3019108280254777,0.28774795904225725,0.3164610638215061,0.713103448275862,0.6994787047081575,0.7263521431845411
smote_nc,lr_penalized,0.9,0.3337678264889846,0.10971068461758808,0.0997692635580876,0.1205101018699713,0.9011764705882352,0.8691105709655115,0.9260550852136825,0.20815286624203821,0.19574016156309842,0.22113628305483196,0.8025287356321839,0.7904339914341343,0.8140896286594916
